,tweet,tweet_tokens,tweet_tokens_WSW,tweet_tokens_stemmed
392,rt siaga lindungi keluarga fan masyarakat dari bahaya laten lgbt dan komunisme mereka sailing bahu membahu hancurkan keluarga,"['rt', 'siaga', 'lindungi', 'keluarga', 'fan', 'masyarakat', 'dari', 'bahaya', 'laten', 'lgbt', 'dan', 'komunisme', 'mereka', 'sailing', 'bahu', 'membahu', 'hancurkan', 'keluarga']","['siaga', 'lindungi', 'keluarga', 'fan', 'masyarakat', 'bahaya', 'laten', 'lgbt', 'komunisme', 'sailing', 'bahu', 'membahu', 'hancurkan', 'keluarga']","['siaga', 'lindung', 'keluarga', 'fan', 'masyarakat', 'bahaya', 'laten', 'lgbt', 'komunisme', 'sailing', 'bahu', 'bahu', 'hancur', 'keluarga']"
393,siapa yg bertanggung jawab soal lgbt koruptor triliunan bebas utang numpuk,"['siapa', 'yg', 'bertanggung', 'jawab', 'soal', 'lgbt', 'koruptor', 'triliunan', 'bebas', 'utang', 'numpuk']","['bertanggung', 'lgbt', 'koruptor', 'triliunan', 'bebas', 'utang', 'numpuk']","['tanggung', 'lgbt', 'koruptor', 'triliun', 'bebas', 'utang', 'numpuk']"
394,dlm penciptaan ruh allah sudah menghembuskan asma allah  rosulnya terus saat ruh dah brojol emang si ruh,"['dlm', 'penciptaan', 'ruh', 'allah', 'sudah', 'menghembuskan', 'asma', 'allah', 'rosulnya', 'terus', 'saat', 'ruh', 'dah', 'brojol', 'emang', 'si', 'ruh']","['dlm', 'penciptaan', 'ruh', 'allah', 'menghembuskan', 'asma', 'allah', 'rosulnya', 'ruh', 'dah', 'brojol', 'emang', 'ruh']","['dlm', 'cipta', 'ruh', 'allah', 'hembus', 'asma', 'allah', 'rosulnya', 'ruh', 'dah', 'brojol', 'emang', 'ruh']"
395,rt pejaten selamat sore kaum kaum cherybol dan bong lgbtkumpulan spesies sampah mencoba memaksakan diri dengan memaksa komisioner,"['rt', 'pejaten', 'selamat', 'sore', 'kaum', 'kaum', 'cherybol', 'dan', 'bong', 'lgbtkumpulan', 'spesies', 'sampah', 'mencoba', 'memaksakan', 'diri', 'dengan', 'memaksa', 'komisioner']","['pejaten', 'selamat', 'sore', 'kaum', 'kaum', 'cherybol', 'bong', 'lgbtkumpulan', 'spesies', 'sampah', 'mencoba', 'memaksakan', 'memaksa', 'komisioner']","['pejaten', 'selamat', 'sore', 'kaum', 'kaum', 'cherybol', 'bong', 'lgbtkumpulan', 'spesies', 'sampah', 'coba', 'paksa', 'paksa', 'komisioner']"
396,rt tingkat intelegensi kaum lgbt jauh lebih rendah dibandingkan dengan hewan yang tidak pernah kawin sejenis,"['rt', 'tingkat', 'intelegensi', 'kaum', 'lgbt', 'jauh', 'lebih', 'rendah', 'dibandingkan', 'dengan', 'hewan', 'yang', 'tidak', 'pernah', 'kawin', 'sejenis']","['tingkat', 'intelegensi', 'kaum', 'lgbt', 'rendah', 'dibandingkan', 'hewan', 'kawin', 'sejenis']","['tingkat', 'intelegensi', 'kaum', 'lgbt', 'rendah', 'banding', 'hewan', 'kawin', 'jenis']"
397,rt pejaten lurah istana katakan kepada spesies lgbt bongdrun dan selebtwit semua nyaterutama kaum bodoh gratisan cebong kalian bis,"['rt', 'pejaten', 'lurah', 'istana', 'katakan', 'kepada', 'spesies', 'lgbt', 'bongdrun', 'dan', 'selebtwit', 'semua', 'nyaterutama', 'kaum', 'bodoh', 'gratisan', 'cebong', 'kalian', 'bis']","['pejaten', 'lurah', 'istana', 'spesies', 'lgbt', 'bongdrun', 'selebtwit', 'nyaterutama', 'kaum', 'bodoh', 'gratisan', 'cebong', 'bis']","['pejaten', 'lurah', 'istana', 'spesies', 'lgbt', 'bongdrun', 'selebtwit', 'nyaterutama', 'kaum', 'bodoh', 'gratis', 'cebong', 'bis']"
398,hati hati aja loh kalau benci benci semua orang tua yang bener bener benci lgbt dll tern,"['hati', 'hati', 'aja', 'loh', 'kalau', 'benci', 'benci', 'semua', 'orang', 'tua', 'yang', 'bener', 'bener', 'benci', 'lgbt', 'dll', 'tern']","['hati', 'hati', 'benci', 'benci', 'orang', 'tua', 'bener', 'bener', 'benci', 'lgbt', 'dll', 'tern']","['hati', 'hati', 'benci', 'benci', 'orang', 'tua', 'bener', 'bener', 'benci', 'lgbt', 'dll', 'tern']"
399,rt lgbt masih menjadi perbincangan yang hangat saat ini dibuktikan dengan trendingnya lgbt berturut,"['rt', 'lgbt', 'masih', 'menjadi', 'perbincangan', 'yang', 'hangat', 'saat', 'ini', 'dibuktikan', 'dengan', 'trendingnya', 'lgbt', 'berturut']","['lgbt', 'perbincangan', 'hangat', 'dibuktikan', 'trendingnya', 'lgbt']","['lgbt', 'bincang', 'hangat', 'bukti', 'trendingnya', 'lgbt']"
400,tentunya banyak hal yang menjadi pertanyaan dan kebingungan sebenarnya apa yang diinginkan oleh para lgbt,"['tentunya', 'banyak', 'hal', 'yang', 'menjadi', 'pertanyaan', 'dan', 'kebingungan', 'sebenarnya', 'apa', 'yang', 'diinginkan', 'oleh', 'para', 'lgbt']","['kebingungan', 'lgbt']","['bingung', 'lgbt']"
401,kata siapa lgbt takdir sam brodie tak ada kata terlambat di usia tahun samuel david alexander brodie atau sam,"['kata', 'siapa', 'lgbt', 'takdir', 'sam', 'brodie', 'tak', 'ada', 'kata', 'terlambat', 'di', 'usia', 'tahun', 'samuel', 'david', 'alexander', 'brodie', 'atau', 'sam']","['lgbt', 'takdir', 'sam', 'brodie', 'terlambat', 'usia', 'samuel', 'david', 'alexander', 'brodie', 'sam']","['lgbt', 'takdir', 'sam', 'brodie', 'lambat', 'usia', 'samuel', 'david', 'alexander', 'brodie', 'sam']"
402,lgbt masih menjadi perbincangan yang hangat saat ini dibuktikan dengan trendingnya lgbt berturut,"['lgbt', 'masih', 'menjadi', 'perbincangan', 'yang', 'hangat', 'saat', 'ini', 'dibuktikan', 'dengan', 'trendingnya', 'lgbt', 'berturut']","['lgbt', 'perbincangan', 'hangat', 'dibuktikan', 'trendingnya', 'lgbt']","['lgbt', 'bincang', 'hangat', 'bukti', 'trendingnya', 'lgbt']"
403,ini pelintirannya luar biasa yang dicuitkan setiap manusia tetapi judul beritanya pelaku lgbt terus dibenturkan dg ce,"['ini', 'pelintirannya', 'luar', 'biasa', 'yang', 'dicuitkan', 'setiap', 'manusia', 'tetapi', 'judul', 'beritanya', 'pelaku', 'lgbt', 'terus', 'dibenturkan', 'dg', 'ce']","['pelintirannya', 'dicuitkan', 'manusia', 'judul', 'beritanya', 'pelaku', 'lgbt', 'dibenturkan', 'ce']","['pelintir', 'cuit', 'manusia', 'judul', 'berita', 'laku', 'lgbt', 'bentur', 'ce']"
404,budayawan muhammadiyah umat islam wajib lawan lgbt umat islam wajib secara terbuka melawan lesbian gay biseksual dan transg,"['budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawan', 'lgbt', 'umat', 'islam', 'wajib', 'secara', 'terbuka', 'melawan', 'lesbian', 'gay', 'biseksual', 'dan', 'transg']","['budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawan', 'lgbt', 'umat', 'islam', 'wajib', 'terbuka', 'melawan', 'lesbian', 'gay', 'biseksual', 'transg']","['budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawan', 'lgbt', 'umat', 'islam', 'wajib', 'buka', 'lawan', 'lesbian', 'gay', 'biseksual', 'transg']"
405,ukhty mengapa dimatikan apa sudah cair cuan dari komunitas lgbt sekedar nanya,"['ukhty', 'mengapa', 'dimatikan', 'apa', 'sudah', 'cair', 'cuan', 'dari', 'komunitas', 'lgbt', 'sekedar', 'nanya']","['ukhty', 'dimatikan', 'cair', 'cuan', 'komunitas', 'lgbt', 'sekedar', 'nanya']","['ukhty', 'mati', 'cair', 'cuan', 'komunitas', 'lgbt', 'dar', 'nanya']"
406,masak dpr kalah oleh tekanan lsm,"['masak', 'dpr', 'kalah', 'oleh', 'tekanan', 'lsm']","['masak', 'dpr', 'kalah', 'tekanan', 'lsm']","['masak', 'dpr', 'kalah', 'tekan', 'lsm']"
407,dukung pidanakan lgbt,"['dukung', 'pidanakan', 'lgbt']","['dukung', 'pidanakan', 'lgbt']","['dukung', 'pidana', 'lgbt']"
408,di bugis bukanlah sperti lgbt yg ada dipikiran memang casing sperti lain tp perbuatan,"['di', 'bugis', 'bukanlah', 'sperti', 'lgbt', 'yg', 'ada', 'dipikiran', 'memang', 'casing', 'sperti', 'lain', 'tp', 'perbuatan']","['bugis', 'sperti', 'lgbt', 'dipikiran', 'casing', 'sperti', 'tp', 'perbuatan']","['bugis', 'sperti', 'lgbt', 'pikir', 'casing', 'sperti', 'tp', 'buat']"
409,help like rt untuk memenuhi tugas akhir aku ak nulis dengan judul lgbt di negeri adat di dalam ak jg bahas mengen,"['help', 'like', 'rt', 'untuk', 'memenuhi', 'tugas', 'akhir', 'aku', 'ak', 'nulis', 'dengan', 'judul', 'lgbt', 'di', 'negeri', 'adat', 'di', 'dalam', 'ak', 'jg', 'bahas', 'mengen']","['help', 'like', 'memenuhi', 'tugas', 'ak', 'nulis', 'judul', 'lgbt', 'negeri', 'adat', 'ak', 'jg', 'bahas', 'mengen']","['help', 'like', 'penuh', 'tugas', 'ak', 'nulis', 'judul', 'lgbt', 'negeri', 'adat', 'ak', 'jg', 'bahas', 'ken']"
410,lagi anggota dewan singgung masalah lgbt saat rapat paripurna puan langsung matikan mic,"['lagi', 'anggota', 'dewan', 'singgung', 'masalah', 'lgbt', 'saat', 'rapat', 'paripurna', 'puan', 'langsung', 'matikan', 'mic']","['anggota', 'dewan', 'singgung', 'lgbt', 'rapat', 'paripurna', 'puan', 'langsung', 'matikan', 'mic']","['anggota', 'dewan', 'singgung', 'lgbt', 'rapat', 'paripurna', 'puan', 'langsung', 'mati', 'mic']"
411,puan matikan mic saat fraksi pks bahas lgbt tifatul sembiring sarkas mungkin hemat listrik,"['puan', 'matikan', 'mic', 'saat', 'fraksi', 'pks', 'bahas', 'lgbt', 'tifatul', 'sembiring', 'sarkas', 'mungkin', 'hemat', 'listrik']","['puan', 'matikan', 'mic', 'fraksi', 'pks', 'bahas', 'lgbt', 'tifatul', 'sembiring', 'sarkas', 'hemat', 'listrik']","['puan', 'mati', 'mic', 'fraksi', 'pks', 'bahas', 'lgbt', 'tifatul', 'sembiring', 'sarkas', 'hemat', 'listrik']"
412,nu sudah kehilangan ruh lgbt dibela ulama di cemooh,"['nu', 'sudah', 'kehilangan', 'ruh', 'lgbt', 'dibela', 'ulama', 'di', 'cemooh']","['nu', 'kehilangan', 'ruh', 'lgbt', 'dibela', 'ulama', 'cemooh']","['nu', 'hilang', 'ruh', 'lgbt', 'bela', 'ulama', 'cemooh']"
413,kalau perbuatan mereka jelas dilaknat jika loe doang yg kena imbasnya nga masalah tapi yg lainnya,"['kalau', 'perbuatan', 'mereka', 'jelas', 'dilaknat', 'jika', 'loe', 'doang', 'yg', 'kena', 'imbasnya', 'nga', 'masalah', 'tapi', 'yg', 'lainnya']","['perbuatan', 'dilaknat', 'loe', 'doang', 'kena', 'imbasnya', 'nga']","['buat', 'laknat', 'loe', 'doang', 'kena', 'imbas', 'nga']"
414,tingkat intelegensi kaum lgbt jauh lebih rendah dibandingkan dengan hewan yang tidak pernah kawin sejenis,"['tingkat', 'intelegensi', 'kaum', 'lgbt', 'jauh', 'lebih', 'rendah', 'dibandingkan', 'dengan', 'hewan', 'yang', 'tidak', 'pernah', 'kawin', 'sejenis']","['tingkat', 'intelegensi', 'kaum', 'lgbt', 'rendah', 'dibandingkan', 'hewan', 'kawin', 'sejenis']","['tingkat', 'intelegensi', 'kaum', 'lgbt', 'rendah', 'banding', 'hewan', 'kawin', 'jenis']"
415,komunitas lgbt akan gelar acara di makassar mui sulsel tegas menolak hidayatullah sleman,"['komunitas', 'lgbt', 'akan', 'gelar', 'acara', 'di', 'makassar', 'mui', 'sulsel', 'tegas', 'menolak', 'hidayatullah', 'sleman']","['komunitas', 'lgbt', 'gelar', 'acara', 'makassar', 'mui', 'sulsel', 'menolak', 'hidayatullah', 'sleman']","['komunitas', 'lgbt', 'gelar', 'acara', 'makassar', 'mui', 'sulsel', 'tolak', 'hidayatullah', 'sleman']"
416,gw bingung sama yang masih bisa becandaan soal rkuhp lgbt,"['gw', 'bingung', 'sama', 'yang', 'masih', 'bisa', 'becandaan', 'soal', 'rkuhp', 'lgbt']","['gw', 'bingung', 'becandaan', 'rkuhp', 'lgbt']","['gw', 'bingung', 'becandaan', 'rkuhp', 'lgbt']"
417,mulut sampah bisanya mengkritik kinerja yang berseberanganmau nya nonton kaum menyimpang alias lgbt,"['mulut', 'sampah', 'bisanya', 'mengkritik', 'kinerja', 'yang', 'berseberanganmau', 'nya', 'nonton', 'kaum', 'menyimpang', 'alias', 'lgbt']","['mulut', 'sampah', 'bisanya', 'mengkritik', 'kinerja', 'berseberanganmau', 'nonton', 'kaum', 'menyimpang', 'alias', 'lgbt']","['mulut', 'sampah', 'bisa', 'kritik', 'kerja', 'berseberanganmau', 'nonton', 'kaum', 'simpang', 'alias', 'lgbt']"
418,dapat panggung setelah sat set sat set melaporkan rasisnya si ruhut eh taunya pembela lgbt,"['dapat', 'panggung', 'setelah', 'sat', 'set', 'sat', 'set', 'melaporkan', 'rasisnya', 'si', 'ruhut', 'eh', 'taunya', 'pembela', 'lgbt']","['panggung', 'sat', 'set', 'sat', 'set', 'melaporkan', 'rasisnya', 'ruhut', 'eh', 'taunya', 'pembela', 'lgbt']","['panggung', 'sat', 'set', 'sat', 'set', 'lapor', 'ras', 'ruhut', 'eh', 'tau', 'bela', 'lgbt']"
419,berjuang membela lgbt,"['berjuang', 'membela', 'lgbt']","['berjuang', 'membela', 'lgbt']","['juang', 'bela', 'lgbt']"
420,dengan alasan ham mereka melindunginya padahal mereka lupa bahwa lgbt itu merombak total ham padahal manusia itu,"['dengan', 'alasan', 'ham', 'mereka', 'melindunginya', 'padahal', 'mereka', 'lupa', 'bahwa', 'lgbt', 'itu', 'merombak', 'total', 'ham', 'padahal', 'manusia', 'itu']","['alasan', 'ham', 'melindunginya', 'lupa', 'lgbt', 'merombak', 'total', 'ham', 'manusia']","['alas', 'ham', 'lindung', 'lupa', 'lgbt', 'rombak', 'total', 'ham', 'manusia']"
421,tolak lgbt,"['tolak', 'lgbt']","['tolak', 'lgbt']","['tolak', 'lgbt']"
422,pernah ada penelitian soal homophobia orang yang toleran ama kaum lgbt ama orang yang anti banget ama lgbt samasama dikas,"['pernah', 'ada', 'penelitian', 'soal', 'homophobia', 'orang', 'yang', 'toleran', 'ama', 'kaum', 'lgbt', 'ama', 'orang', 'yang', 'anti', 'banget', 'ama', 'lgbt', 'samasama', 'dikas']","['penelitian', 'homophobia', 'orang', 'toleran', 'ama', 'kaum', 'lgbt', 'ama', 'orang', 'anti', 'banget', 'ama', 'lgbt', 'samasama', 'dikas']","['teliti', 'homophobia', 'orang', 'toleran', 'ama', 'kaum', 'lgbt', 'ama', 'orang', 'anti', 'banget', 'ama', 'lgbt', 'samasama', 'kas']"
423,pbnu getol bela lgbt aktivis pantas aja gerah sama kata kafir dan gemar menstigma ulama,"['pbnu', 'getol', 'bela', 'lgbt', 'aktivis', 'pantas', 'aja', 'gerah', 'sama', 'kata', 'kafir', 'dan', 'gemar', 'menstigma', 'ulama']","['pbnu', 'getol', 'bela', 'lgbt', 'aktivis', 'gerah', 'kafir', 'gemar', 'menstigma', 'ulama']","['pbnu', 'getol', 'bela', 'lgbt', 'aktivis', 'gerah', 'kafir', 'gemar', 'stigma', 'ulama']"
424,kader muhammadiyah sindir ketum pbnu bendera lgbt bukan urusan kita giliran bendera tauhid diurus,"['kader', 'muhammadiyah', 'sindir', 'ketum', 'pbnu', 'bendera', 'lgbt', 'bukan', 'urusan', 'kita', 'giliran', 'bendera', 'tauhid', 'diurus']","['kader', 'muhammadiyah', 'sindir', 'ketum', 'pbnu', 'bendera', 'lgbt', 'urusan', 'giliran', 'bendera', 'tauhid', 'diurus']","['kader', 'muhammadiyah', 'sindir', 'tum', 'pbnu', 'bendera', 'lgbt', 'urus', 'gilir', 'bendera', 'tauhid', 'urus']"
425,kalau memang lgbt tidak menjangkit ke level bawah menengah sampai atascoba beranikah ketua dprri berfoto depan publik,"['kalau', 'memang', 'lgbt', 'tidak', 'menjangkit', 'ke', 'level', 'bawah', 'menengah', 'sampai', 'atascoba', 'beranikah', 'ketua', 'dprri', 'berfoto', 'depan', 'publik']","['lgbt', 'menjangkit', 'level', 'menengah', 'atascoba', 'beranikah', 'ketua', 'dprri', 'berfoto', 'publik']","['lgbt', 'jangkit', 'level', 'tengah', 'atascoba', 'berani', 'ketua', 'dprri', 'foto', 'publik']"
426,kaum bong spesies lgbt ada yang datang kumpul di kuningan tidak hari iniada aming tokoh lgbt yg akan bicara masalah hak,"['kaum', 'bong', 'spesies', 'lgbt', 'ada', 'yang', 'datang', 'kumpul', 'di', 'kuningan', 'tidak', 'hari', 'iniada', 'aming', 'tokoh', 'lgbt', 'yg', 'akan', 'bicara', 'masalah', 'hak']","['kaum', 'bong', 'spesies', 'lgbt', 'kumpul', 'kuningan', 'iniada', 'aming', 'tokoh', 'lgbt', 'bicara', 'hak']","['kaum', 'bong', 'spesies', 'lgbt', 'kumpul', 'kuningan', 'iniada', 'aming', 'tokoh', 'lgbt', 'bicara', 'hak']"
427,lgbt tidak boleh dibiarkan tumbuh dalam masyarakatmari dukung pemerintah untuk menetapkan tegas,"['lgbt', 'tidak', 'boleh', 'dibiarkan', 'tumbuh', 'dalam', 'masyarakatmari', 'dukung', 'pemerintah', 'untuk', 'menetapkan', 'tegas']","['lgbt', 'dibiarkan', 'tumbuh', 'masyarakatmari', 'dukung', 'pemerintah', 'menetapkan']","['lgbt', 'biar', 'tumbuh', 'masyarakatmari', 'dukung', 'perintah', 'tetap']"
428,pbnu getol bela lgbt aktivis pantas aja gerah sama kata kafir dan gemar menstigma ulama,"['pbnu', 'getol', 'bela', 'lgbt', 'aktivis', 'pantas', 'aja', 'gerah', 'sama', 'kata', 'kafir', 'dan', 'gemar', 'menstigma', 'ulama']","['pbnu', 'getol', 'bela', 'lgbt', 'aktivis', 'gerah', 'kafir', 'gemar', 'menstigma', 'ulama']","['pbnu', 'getol', 'bela', 'lgbt', 'aktivis', 'gerah', 'kafir', 'gemar', 'stigma', 'ulama']"
429,yang bela belain kaum sodom itu ya kalau gak gay ya lesbi gak jauh jauh lah dari lgbt apa lagi yang girang melihat kasus,"['yang', 'bela', 'belain', 'kaum', 'sodom', 'itu', 'ya', 'kalau', 'gak', 'gay', 'ya', 'lesbi', 'gak', 'jauh', 'jauh', 'lah', 'dari', 'lgbt', 'apa', 'lagi', 'yang', 'girang', 'melihat', 'kasus']","['bela', 'belain', 'kaum', 'sodom', 'gay', 'lesbi', 'lgbt', 'girang']","['bela', 'bain', 'kaum', 'sodom', 'gay', 'lesbi', 'lgbt', 'girang']"
430,dibawahnya lgbt pasti,"['dibawahnya', 'lgbt', 'pasti']","['dibawahnya', 'lgbt']","['bawah', 'lgbt']"
431,darius sinathrya blakblakan jawab tudingan dukung lgbt,"['darius', 'sinathrya', 'blakblakan', 'jawab', 'tudingan', 'dukung', 'lgbt']","['darius', 'sinathrya', 'blakblakan', 'tudingan', 'dukung', 'lgbt']","['darius', 'sinathrya', 'blakblakan', 'tuding', 'dukung', 'lgbt']"
432,negara larang lgbt indonesia kapan,"['negara', 'larang', 'lgbt', 'indonesia', 'kapan']","['negara', 'larang', 'lgbt', 'indonesia']","['negara', 'larang', 'lgbt', 'indonesia']"
433,silahkan rakyat mencatat partai politisi mana saja yg pro kaum sodom melawan norma agama serta pancasila tenggelamken,"['silahkan', 'rakyat', 'mencatat', 'partai', 'politisi', 'mana', 'saja', 'yg', 'pro', 'kaum', 'sodom', 'melawan', 'norma', 'agama', 'serta', 'pancasila', 'tenggelamken']","['silahkan', 'rakyat', 'mencatat', 'partai', 'politisi', 'pro', 'kaum', 'sodom', 'melawan', 'norma', 'agama', 'pancasila', 'tenggelamken']","['silah', 'rakyat', 'catat', 'partai', 'politis', 'pro', 'kaum', 'sodom', 'lawan', 'norma', 'agama', 'pancasila', 'tenggelamken']"
434,masak dpr kalah oleh tekanan lsm,"['masak', 'dpr', 'kalah', 'oleh', 'tekanan', 'lsm']","['masak', 'dpr', 'kalah', 'tekanan', 'lsm']","['masak', 'dpr', 'kalah', 'tekan', 'lsm']"
435,bang yos manusia intelijen berpikirnya prediksi terburuk di masa yg akan datangjadi bener bang yos waspada itu perlu,"['bang', 'yos', 'manusia', 'intelijen', 'berpikirnya', 'prediksi', 'terburuk', 'di', 'masa', 'yg', 'akan', 'datangjadi', 'bener', 'bang', 'yos', 'waspada', 'itu', 'perlu']","['bang', 'yos', 'manusia', 'intelijen', 'berpikirnya', 'prediksi', 'terburuk', 'datangjadi', 'bener', 'bang', 'yos', 'waspada']","['bang', 'yos', 'manusia', 'intelijen', 'pikir', 'prediksi', 'buruk', 'datangjadi', 'bener', 'bang', 'yos', 'waspada']"
436,keahlian kok mematikan mik apakah juga berarti dia pendukung kaum lgbt,"['keahlian', 'kok', 'mematikan', 'mik', 'apakah', 'juga', 'berarti', 'dia', 'pendukung', 'kaum', 'lgbt']","['keahlian', 'mematikan', 'mik', 'pendukung', 'kaum', 'lgbt']","['ahli', 'mati', 'mik', 'dukung', 'kaum', 'lgbt']"
437,yg jadi masalah kenapa jg masih dimatikan mic alasan melewati menit isu lgbt meresahkan mas,"['yg', 'jadi', 'masalah', 'kenapa', 'jg', 'masih', 'dimatikan', 'mic', 'alasan', 'melewati', 'menit', 'isu', 'lgbt', 'meresahkan', 'mas']","['jg', 'dimatikan', 'mic', 'alasan', 'melewati', 'menit', 'isu', 'lgbt', 'meresahkan', 'mas']","['jg', 'mati', 'mic', 'alas', 'lewat', 'menit', 'isu', 'lgbt', 'resah', 'mas']"
438,bhineka tunggal ika itu berbeda beda tetap satu lgbt itu dimana perbedaan nya orang dia suka dengan sesama dan dipaksa,"['bhineka', 'tunggal', 'ika', 'itu', 'berbeda', 'beda', 'tetap', 'satu', 'lgbt', 'itu', 'dimana', 'perbedaan', 'nya', 'orang', 'dia', 'suka', 'dengan', 'sesama', 'dan', 'dipaksa']","['bhineka', 'tunggal', 'ika', 'berbeda', 'beda', 'lgbt', 'dimana', 'perbedaan', 'orang', 'suka', 'dipaksa']","['bhineka', 'tunggal', 'ika', 'beda', 'beda', 'lgbt', 'mana', 'beda', 'orang', 'suka', 'paksa']"
439,makanya kalau bisa lgbt dibikin aja kecamatan biar mereka tau,"['makanya', 'kalau', 'bisa', 'lgbt', 'dibikin', 'aja', 'kecamatan', 'biar', 'mereka', 'tau']","['lgbt', 'dibikin', 'kecamatan']","['lgbt', 'bikin', 'camat']"
440,ngeri seberapa kuat mereka melindungi lgbt dgn alasan ham,"['ngeri', 'seberapa', 'kuat', 'mereka', 'melindungi', 'lgbt', 'dgn', 'alasan', 'ham']","['ngeri', 'kuat', 'melindungi', 'lgbt', 'alasan', 'ham']","['ngeri', 'kuat', 'lindung', 'lgbt', 'alas', 'ham']"
441,kan si jambret udah dapet hukuman kalo gini ya ga masuk membenarkan,"['kan', 'si', 'jambret', 'udah', 'dapet', 'hukuman', 'kalo', 'gini', 'ya', 'ga', 'masuk', 'membenarkan']","['jambret', 'udah', 'dapet', 'hukuman', 'masuk', 'membenarkan']","['jambret', 'udah', 'dapet', 'hukum', 'masuk', 'benar']"
442,qatar haramkan lgbt di piala dunia kami tidak akan menukar agama hanya karena turnamen hari,"['qatar', 'haramkan', 'lgbt', 'di', 'piala', 'dunia', 'kami', 'tidak', 'akan', 'menukar', 'agama', 'hanya', 'karena', 'turnamen', 'hari']","['qatar', 'haramkan', 'lgbt', 'piala', 'dunia', 'menukar', 'agama', 'turnamen']","['qatar', 'haram', 'lgbt', 'piala', 'dunia', 'tukar', 'agama', 'turnamen']"
443,denger denger ada yang matiin mic lagi nih sekarang pas lagi bahas sanksi lgbt benar kah,"['denger', 'denger', 'ada', 'yang', 'matiin', 'mic', 'lagi', 'nih', 'sekarang', 'pas', 'lagi', 'bahas', 'sanksi', 'lgbt', 'benar', 'kah']","['denger', 'denger', 'matiin', 'mic', 'pas', 'bahas', 'sanksi', 'lgbt', 'kah']","['denger', 'denger', 'matiin', 'mic', 'pas', 'bahas', 'sanksi', 'lgbt', 'kah']"
444,opm yg jlas troris kga total lu lawannya malah disbut sodara tag semarang ganjar pranowo monyet pekalongan puan sodom,"['opm', 'yg', 'jlas', 'troris', 'kga', 'total', 'lu', 'lawannya', 'malah', 'disbut', 'sodara', 'tag', 'semarang', 'ganjar', 'pranowo', 'monyet', 'pekalongan', 'puan', 'sodom']","['opm', 'jlas', 'troris', 'kga', 'total', 'lu', 'lawannya', 'disbut', 'sodara', 'tag', 'semarang', 'ganjar', 'pranowo', 'monyet', 'pekalongan', 'puan', 'sodom']","['opm', 'jlas', 'troris', 'kga', 'total', 'lu', 'lawan', 'disbut', 'sodara', 'tag', 'semarang', 'ganjar', 'pranowo', 'monyet', 'kalong', 'puan', 'sodom']"
445,bikin partai lgbt aja bro nama partai rakyat kurang cocok,"['bikin', 'partai', 'lgbt', 'aja', 'bro', 'nama', 'partai', 'rakyat', 'kurang', 'cocok']","['partai', 'lgbt', 'bro', 'nama', 'partai', 'rakyat', 'cocok']","['partai', 'lgbt', 'bro', 'nama', 'partai', 'rakyat', 'cocok']"
446,tak perlu menerapkan seperti syariat islam seperti brunei darussalam tapi setidaknya ada inisiatif untuk menghukum pelaku,"['tak', 'perlu', 'menerapkan', 'seperti', 'syariat', 'islam', 'seperti', 'brunei', 'darussalam', 'tapi', 'setidaknya', 'ada', 'inisiatif', 'untuk', 'menghukum', 'pelaku']","['menerapkan', 'syariat', 'islam', 'brunei', 'darussalam', 'inisiatif', 'menghukum', 'pelaku']","['terap', 'syariat', 'islam', 'brunei', 'darussalam', 'inisiatif', 'hukum', 'laku']"
